dataset,column,dtype,n_missing,pct_missing,n_unique,sample_values
mhacs_2022_pumf,SMKG207,float64,0,0.0,12,"96.0, 3.0, 4.0, 99.0"
mhacs_2022_pumf,SMK_208,float64,0,0.0,41,"996.0, 5.0, 10.0, 15.0"
mhacs_2022_pumf,SMK_209A,float64,0,0.0,8,"6.0, 2.0, 4.0, 9.0"
mhacs_2022_pumf,SMKG10C,float64,0,0.0,5,"96.0, 3.0, 99.0, 1.0"
mhacs_2022_pumf,SMK_210A,float64,0,0.0,5,"6.0, 1.0, 9.0, 2.0"
mhacs_2022_pumf,SMKG210B,float64,0,0.0,5,"6.0, 9.0, 3.0, 1.0"
mhacs_2022_pumf,SMKG09C,float64,0,0.0,5,"96.0, 99.0, 3.0, 2.0"
mhacs_2022_pumf,SMKDSTY,float64,0,0.0,7,"6.0, 5.0, 4.0, 99.0"
mhacs_2022_pumf,SMKGSTP,float64,0,0.0,7,"96.0, 2.0, 4.0, 5.0"
mhacs_2022_pumf,SMKDYCS,float64,0,0.0,53,"996.0, 999.0, 36.0, 32.0"
mhacs_2022_pumf,AUD_01,float64,0,0.0,4,"1.0, 2.0, 8.0, 7.0"
mhacs_2022_pumf,AUD_02,float64,0,0.0,11,"4.0, 3.0, 1.0, 5.0"
mhacs_2022_pumf,AUD_03,float64,0,0.0,10,"4.0, 2.0, 1.0, 3.0"
mhacs_2022_pumf,AUD_04,float64,0,0.0,4,"1.0, 2.0, 9.0, 7.0"
mhacs_2022_pumf,AUD_05,float64,0,0.0,6,"6.0, 2.0, 1.0, 9.0"
mhacs_2022_pumf,AUDG06,float64,0,0.0,12,"2.0, 1.0, 96.0, 3.0"
mhacs_2022_pumf,AUD_08,float64,0,0.0,6,"2.0, 1.0, 6.0, 9.0"
mhacs_2022_pumf,AUD_10,float64,0,0.0,11,"96.0, 4.0, 3.0, 6.0"
mhacs_2022_pumf,AUDG11,float64,0,0.0,12,"96.0, 1.0, 4.0, 5.0"
mhacs_2022_pumf,AUD_39,float64,0,0.0,6,"2.0, 6.0, 9.0, 1.0"
mhacs_2022_pumf,AUDDTTM,float64,0,0.0,4,"1.0, 2.0, 3.0, 9.0"
mhacs_2022_pumf,AUDFWDY,float64,0,0.0,4,"2.0, 1.0, 6.0, 9.0"
mhacs_2022_pumf,AUDDWDY,float64,0,0.0,4,"1.0, 6.0, 2.0, 9.0"
mhacs_2022_pumf,AUDDLD,float64,0,0.0,3,"2.0, 9.0, 1.0"
mhacs_2022_pumf,AUDDYD,float64,0,0.0,3,"2.0, 9.0, 1.0"
mhacs_2022_pumf,AUDDLA,float64,0,0.0,3,"1.0, 2.0, 9.0"
mhacs_2022_pumf,AUDDYA,float64,0,0.0,3,"2.0, 9.0, 1.0"
mhacs_2022_pumf,AUDDL,float64,0,0.0,3,"1.0, 2.0, 9.0"
mhacs_2022_pumf,AUDDY,float64,0,0.0,3,"2.0, 9.0, 1.0"
mhacs_2022_pumf,AUDFINT,float64,0,0.0,4,"6.0, 9.0, 1.0, 2.0"
mhacs_2022_pumf,AUDDINT,float64,0,0.0,46,"99.6, 99.9, 2.5, 0.2"
mhacs_2022_pumf,SUD_87,float64,0,0.0,5,"6.0, 2.0, 1.0, 9.0"
mhacs_2022_pumf,SUDFLTU,float64,0,0.0,3,"2.0, 9.0, 1.0"
mhacs_2022_pumf,SUDFLSU,float64,0,0.0,3,"2.0, 9.0, 1.0"
mhacs_2022_pumf,SUDFLAU,float64,0,0.0,3,"2.0, 1.0, 9.0"
mhacs_2022_pumf,SUDFLCA,float64,0,0.0,3,"2.0, 1.0, 9.0"
mhacs_2022_pumf,SUDFLCM,float64,0,0.0,3,"2.0, 1.0, 9.0"
mhacs_2022_pumf,SUDFYCM,float64,0,0.0,3,"2.0, 1.0, 9.0"
mhacs_2022_pumf,SUDGLOTH,float64,0,0.0,3,"2.0, 1.0, 9.0"
mhacs_2022_pumf,SUDDLAI,float64,0,0.0,3,"2.0, 1.0, 9.0"
mhacs_2022_pumf,SUDDLAE,float64,0,0.0,3,"2.0, 1.0, 9.0"
mhacs_2022_pumf,SUDDLID,float64,0,0.0,3,"2.0, 1.0, 9.0"
mhacs_2022_pumf,SUDDYAI,float64,0,0.0,3,"2.0, 1.0, 9.0"
mhacs_2022_pumf,SUDDYAE,float64,0,0.0,3,"2.0, 1.0, 9.0"
mhacs_2022_pumf,SUDDYID,float64,0,0.0,3,"2.0, 1.0, 9.0"
mhacs_2022_pumf,SUDDLCD,float64,0,0.0,3,"2.0, 9.0, 1.0"
mhacs_2022_pumf,SUDDYCD,float64,0,0.0,3,"2.0, 9.0, 1.0"
mhacs_2022_pumf,SUDDLOD,float64,0,0.0,3,"2.0, 9.0, 1.0"
mhacs_2022_pumf,SUDDYOD,float64,0,0.0,3,"2.0, 9.0, 1.0"
mhacs_2022_pumf,SUDDLCA,float64,0,0.0,3,"2.0, 9.0, 1.0"
mhacs_2022_pumf,SUDDYCA,float64,0,0.0,3,"2.0, 9.0, 1.0"
mhacs_2022_pumf,SUDDLOA,float64,0,0.0,3,"2.0, 9.0, 1.0"
mhacs_2022_pumf,SUDDYOA,float64,0,0.0,3,"2.0, 9.0, 1.0"
mhacs_2022_pumf,SUDDLC,float64,0,0.0,3,"2.0, 9.0, 1.0"
mhacs_2022_pumf,SUDDYC,float64,0,0.0,3,"2.0, 9.0, 1.0"
mhacs_2022_pumf,SUDDLO,float64,0,0.0,3,"2.0, 9.0, 1.0"
mhacs_2022_pumf,SUDDYO,float64,0,0.0,3,"2.0, 9.0, 1.0"
mhacs_2022_pumf,SUDDL,float64,0,0.0,3,"2.0, 9.0, 1.0"
mhacs_2022_pumf,SUDDY,float64,0,0.0,3,"2.0, 9.0, 1.0"
mhacs_2022_pumf,SUDFINT,float64,0,0.0,4,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SUDDINT,float64,0,0.0,44,"99.6, 99.9, 0.6, 3.4"
mhacs_2022_pumf,MHPFL,float64,0,0.0,3,"1.0, 2.0, 9.0"
mhacs_2022_pumf,MHPFLM,float64,0,0.0,3,"2.0, 1.0, 9.0"
mhacs_2022_pumf,MHPFLA,float64,0,0.0,3,"2.0, 9.0, 1.0"
mhacs_2022_pumf,MHPFLSA,float64,0,0.0,3,"1.0, 2.0, 9.0"
mhacs_2022_pumf,MHPFY,float64,0,0.0,3,"2.0, 9.0, 1.0"
mhacs_2022_pumf,MHPFYM,float64,0,0.0,3,"2.0, 1.0, 9.0"
mhacs_2022_pumf,MHPFYA,float64,0,0.0,3,"2.0, 9.0, 1.0"
mhacs_2022_pumf,MHPFYSA,float64,0,0.0,3,"2.0, 9.0, 1.0"
mhacs_2022_pumf,MHPFINT,float64,0,0.0,4,"6.0, 9.0, 1.0, 2.0"
mhacs_2022_pumf,DASG01,float64,0,0.0,5,"1.0, 3.0, 9.0, 4.0"
mhacs_2022_pumf,DASG02,float64,0,0.0,5,"1.0, 2.0, 4.0, 3.0"
mhacs_2022_pumf,DAS_04,float64,0,0.0,9,"1.0, 6.0, 2.0, 3.0"
mhacs_2022_pumf,DAS_05,float64,0,0.0,8,"1.0, 2.0, 3.0, 9.0"
mhacs_2022_pumf,DAS_06,float64,0,0.0,8,"1.0, 3.0, 7.0, 2.0"
mhacs_2022_pumf,DAS_07,float64,0,0.0,8,"1.0, 4.0, 2.0, 3.0"
mhacs_2022_pumf,DAS_10,float64,0,0.0,8,"1.0, 2.0, 4.0, 3.0"
mhacs_2022_pumf,DAS_11,float64,0,0.0,8,"1.0, 3.0, 2.0, 9.0"
mhacs_2022_pumf,DAS_12,float64,0,0.0,9,"1.0, 3.0, 2.0, 6.0"
mhacs_2022_pumf,DAS_13,float64,0,0.0,9,"6.0, 1.0, 4.0, 3.0"
mhacs_2022_pumf,DASGSCR,float64,0,0.0,17,"0.0, 11.0, 17.0, 40.0"
mhacs_2022_pumf,SR1_001,float64,0,0.0,4,"2.0, 8.0, 1.0, 7.0"
mhacs_2022_pumf,SR1_004A,float64,0,0.0,4,"2.0, 8.0, 7.0, 1.0"
mhacs_2022_pumf,SR1_004B,float64,0,0.0,4,"2.0, 1.0, 8.0, 7.0"
mhacs_2022_pumf,SR1_004C,float64,0,0.0,4,"2.0, 1.0, 8.0, 7.0"
mhacs_2022_pumf,SR1_004D,float64,0,0.0,4,"2.0, 8.0, 7.0, 1.0"
mhacs_2022_pumf,SR1_004E,float64,0,0.0,4,"2.0, 1.0, 8.0, 7.0"
mhacs_2022_pumf,SR1_004F,float64,0,0.0,4,"2.0, 1.0, 8.0, 7.0"
mhacs_2022_pumf,SR1_004G,float64,0,0.0,4,"2.0, 1.0, 8.0, 7.0"
mhacs_2022_pumf,SR1_004H,float64,0,0.0,4,"2.0, 1.0, 8.0, 7.0"
mhacs_2022_pumf,SR1_004I,float64,0,0.0,4,"2.0, 8.0, 7.0, 1.0"
mhacs_2022_pumf,SR1_004J,float64,0,0.0,4,"1.0, 2.0, 8.0, 7.0"
mhacs_2022_pumf,SR1_10AA,float64,0,0.0,4,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1_10AB,float64,0,0.0,4,"6.0, 9.0, 1.0, 2.0"
mhacs_2022_pumf,SR1_10AC,float64,0,0.0,4,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1_10AD,float64,0,0.0,4,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1G010,float64,0,0.0,5,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1_012,float64,0,0.0,7,"6.0, 9.0, 1.0, 2.0"
mhacs_2022_pumf,SR1_013,float64,0,0.0,5,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1_014A,float64,0,0.0,4,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1_014B,float64,0,0.0,4,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1_014C,float64,0,0.0,4,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1_014D,float64,0,0.0,4,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1_014E,float64,0,0.0,4,"6.0, 9.0, 1.0, 2.0"
mhacs_2022_pumf,SR1_014G,float64,0,0.0,4,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1_014H,float64,0,0.0,4,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1_014I,float64,0,0.0,4,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1_014J,float64,0,0.0,4,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1_014L,float64,0,0.0,4,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1_20AA,float64,0,0.0,6,"6.0, 1.0, 9.0, 2.0"
mhacs_2022_pumf,SR1_20AB,float64,0,0.0,6,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_20AC,float64,0,0.0,6,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_20AD,float64,0,0.0,6,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1G020,float64,0,0.0,5,"6.0, 1.0, 9.0, 3.0"
mhacs_2022_pumf,SR1_022,float64,0,0.0,8,"6.0, 1.0, 9.0, 2.0"
mhacs_2022_pumf,SR1_023,float64,0,0.0,6,"6.0, 2.0, 1.0, 9.0"
mhacs_2022_pumf,SR1_024A,float64,0,0.0,6,"6.0, 1.0, 9.0, 2.0"
mhacs_2022_pumf,SR1_024B,float64,0,0.0,6,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_024C,float64,0,0.0,6,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_024D,float64,0,0.0,6,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_024E,float64,0,0.0,6,"6.0, 2.0, 9.0, 8.0"
mhacs_2022_pumf,SR1_024F,float64,0,0.0,6,"6.0, 2.0, 9.0, 8.0"
mhacs_2022_pumf,SR1_024G,float64,0,0.0,6,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_024H,float64,0,0.0,6,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_024I,float64,0,0.0,6,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_024J,float64,0,0.0,6,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_024K,float64,0,0.0,6,"6.0, 2.0, 9.0, 8.0"
mhacs_2022_pumf,SR1_024L,float64,0,0.0,6,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_30AA,float64,0,0.0,5,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_30AB,float64,0,0.0,5,"6.0, 1.0, 9.0, 2.0"
mhacs_2022_pumf,SR1_30AC,float64,0,0.0,5,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_30AD,float64,0,0.0,5,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1G030,float64,0,0.0,5,"6.0, 1.0, 9.0, 3.0"
mhacs_2022_pumf,SR1_032,float64,0,0.0,7,"6.0, 1.0, 9.0, 2.0"
mhacs_2022_pumf,SR1_033,float64,0,0.0,5,"6.0, 1.0, 9.0, 2.0"
mhacs_2022_pumf,SR1_034A,float64,0,0.0,5,"6.0, 1.0, 9.0, 2.0"
mhacs_2022_pumf,SR1_034B,float64,0,0.0,5,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_034C,float64,0,0.0,5,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_034D,float64,0,0.0,5,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_034E,float64,0,0.0,5,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_034F,float64,0,0.0,5,"6.0, 2.0, 9.0, 8.0"
mhacs_2022_pumf,SR1_034G,float64,0,0.0,5,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_034H,float64,0,0.0,5,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_034I,float64,0,0.0,5,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_034J,float64,0,0.0,5,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_034K,float64,0,0.0,4,"6.0, 2.0, 9.0, 8.0"
mhacs_2022_pumf,SR1_034L,float64,0,0.0,5,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_40AA,float64,0,0.0,5,"6.0, 9.0, 1.0, 2.0"
mhacs_2022_pumf,SR1_40AB,float64,0,0.0,5,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1_40AC,float64,0,0.0,5,"6.0, 9.0, 2.0, 7.0"
mhacs_2022_pumf,SR1G040,float64,0,0.0,5,"6.0, 9.0, 1.0, 3.0"
mhacs_2022_pumf,SR1_042,float64,0,0.0,7,"6.0, 9.0, 1.0, 4.0"
mhacs_2022_pumf,SR1_043,float64,0,0.0,6,"6.0, 9.0, 1.0, 7.0"
mhacs_2022_pumf,SR1_044A,float64,0,0.0,5,"6.0, 9.0, 1.0, 7.0"
mhacs_2022_pumf,SR1_044B,float64,0,0.0,5,"6.0, 9.0, 2.0, 7.0"
mhacs_2022_pumf,SR1_044C,float64,0,0.0,5,"6.0, 9.0, 2.0, 7.0"
mhacs_2022_pumf,SR1_044D,float64,0,0.0,5,"6.0, 9.0, 2.0, 7.0"
mhacs_2022_pumf,SR1_044E,float64,0,0.0,5,"6.0, 9.0, 2.0, 7.0"
mhacs_2022_pumf,SR1_044F,float64,0,0.0,4,"6.0, 9.0, 2.0, 7.0"
mhacs_2022_pumf,SR1_044G,float64,0,0.0,5,"6.0, 9.0, 1.0, 7.0"
mhacs_2022_pumf,SR1_044H,float64,0,0.0,5,"6.0, 9.0, 2.0, 7.0"
mhacs_2022_pumf,SR1_044I,float64,0,0.0,5,"6.0, 9.0, 2.0, 7.0"
mhacs_2022_pumf,SR1_044J,float64,0,0.0,5,"6.0, 9.0, 2.0, 7.0"
mhacs_2022_pumf,SR1_044K,float64,0,0.0,4,"6.0, 9.0, 2.0, 7.0"
mhacs_2022_pumf,SR1_044L,float64,0,0.0,5,"6.0, 9.0, 2.0, 7.0"
mhacs_2022_pumf,SR1_50AA,float64,0,0.0,5,"6.0, 1.0, 9.0, 2.0"
mhacs_2022_pumf,SR1_50AB,float64,0,0.0,5,"6.0, 1.0, 9.0, 2.0"
mhacs_2022_pumf,SR1_50AC,float64,0,0.0,5,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_50AD,float64,0,0.0,5,"6.0, 1.0, 9.0, 2.0"
mhacs_2022_pumf,SR1G050,float64,0,0.0,5,"6.0, 2.0, 9.0, 3.0"
mhacs_2022_pumf,SR1_052,float64,0,0.0,8,"6.0, 1.0, 9.0, 2.0"
mhacs_2022_pumf,SR1_053,float64,0,0.0,6,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_054A,float64,0,0.0,5,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1_054B,float64,0,0.0,5,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1_054C,float64,0,0.0,5,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1_054D,float64,0,0.0,5,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1_054E,float64,0,0.0,5,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1_054F,float64,0,0.0,5,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1_054G,float64,0,0.0,5,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1_054H,float64,0,0.0,5,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1_054I,float64,0,0.0,5,"6.0, 9.0, 1.0, 2.0"
mhacs_2022_pumf,SR1_054J,float64,0,0.0,5,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1_054K,float64,0,0.0,5,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1_054L,float64,0,0.0,5,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1_60AA,float64,0,0.0,6,"6.0, 2.0, 1.0, 9.0"
mhacs_2022_pumf,SR1_60AB,float64,0,0.0,6,"6.0, 2.0, 1.0, 9.0"
mhacs_2022_pumf,SR1_60AC,float64,0,0.0,6,"6.0, 2.0, 1.0, 9.0"
mhacs_2022_pumf,SR1_60AD,float64,0,0.0,6,"6.0, 1.0, 2.0, 9.0"
mhacs_2022_pumf,SR1G060,float64,0,0.0,5,"6.0, 1.0, 9.0, 3.0"
mhacs_2022_pumf,SR1_062,float64,0,0.0,8,"6.0, 2.0, 1.0, 9.0"
mhacs_2022_pumf,SR1_70AA,float64,0,0.0,6,"6.0, 1.0, 2.0, 9.0"
mhacs_2022_pumf,SR1_70AB,float64,0,0.0,6,"6.0, 1.0, 2.0, 9.0"
mhacs_2022_pumf,SR1_70AC,float64,0,0.0,6,"6.0, 2.0, 1.0, 9.0"
mhacs_2022_pumf,SR1_70AD,float64,0,0.0,6,"6.0, 1.0, 2.0, 9.0"
mhacs_2022_pumf,SR1G070,float64,0,0.0,5,"6.0, 2.0, 1.0, 3.0"
mhacs_2022_pumf,SR1_072,float64,0,0.0,8,"6.0, 1.0, 2.0, 9.0"
mhacs_2022_pumf,SR1_80AA,float64,0,0.0,5,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_80AB,float64,0,0.0,5,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_80AC,float64,0,0.0,5,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_80AD,float64,0,0.0,5,"6.0, 1.0, 9.0, 2.0"
mhacs_2022_pumf,SR1G080,float64,0,0.0,5,"6.0, 1.0, 9.0, 3.0"
mhacs_2022_pumf,SR1_082,float64,0,0.0,7,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1100AA,float64,0,0.0,5,"6.0, 9.0, 1.0, 2.0"
mhacs_2022_pumf,SR1100AB,float64,0,0.0,5,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1100AC,float64,0,0.0,5,"6.0, 9.0, 2.0, 7.0"
mhacs_2022_pumf,SR1100AD,float64,0,0.0,5,"6.0, 9.0, 1.0, 2.0"
mhacs_2022_pumf,SR1G100,float64,0,0.0,5,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1_102,float64,0,0.0,7,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1_110,float64,0,0.0,6,"2.0, 6.0, 1.0, 7.0"
mhacs_2022_pumf,SR1_111,float64,0,0.0,5,"2.0, 1.0, 9.0, 7.0"
mhacs_2022_pumf,SR1_112A,float64,0,0.0,6,"6.0, 2.0, 1.0, 9.0"
mhacs_2022_pumf,SR1_112B,float64,0,0.0,6,"6.0, 2.0, 1.0, 9.0"
mhacs_2022_pumf,SR1_112C,float64,0,0.0,6,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_112D,float64,0,0.0,6,"6.0, 1.0, 2.0, 9.0"
mhacs_2022_pumf,SR1_112E,float64,0,0.0,6,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_113,float64,0,0.0,5,"2.0, 9.0, 1.0, 7.0"
mhacs_2022_pumf,SR1_114A,float64,0,0.0,6,"6.0, 9.0, 1.0, 2.0"
mhacs_2022_pumf,SR1_114B,float64,0,0.0,6,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1_114C,float64,0,0.0,6,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,SR1G115,float64,0,0.0,5,"6.0, 9.0, 1.0, 2.0"
mhacs_2022_pumf,SR1_116,float64,0,0.0,5,"2.0, 1.0, 9.0, 7.0"
mhacs_2022_pumf,SR1G117,float64,0,0.0,5,"6.0, 1.0, 9.0, 2.0"
mhacs_2022_pumf,SR1_118,float64,0,0.0,5,"2.0, 1.0, 9.0, 7.0"
mhacs_2022_pumf,SR1G119,float64,0,0.0,4,"1.0, 2.0, 9.0, 3.0"
mhacs_2022_pumf,SR1_121,float64,0,0.0,6,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1_122,float64,0,0.0,6,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,SR1FPRU,float64,0,0.0,3,"2.0, 1.0, 9.0"
mhacs_2022_pumf,SR1FNPU,float64,0,0.0,3,"2.0, 1.0, 9.0"
mhacs_2022_pumf,SR1DYPRT,float64,0,0.0,7,"0.0, 1.0, 2.0, 9.0"
mhacs_2022_pumf,SR1DYNPT,float64,0,0.0,8,"0.0, 2.0, 1.0, 99.0"
mhacs_2022_pumf,SR1GPRO1,float64,0,0.0,6,"1.0, 9.0, 3.0, 2.0"
mhacs_2022_pumf,SR1GPRO2,float64,0,0.0,5,"1.0, 9.0, 2.0, 3.0"
mhacs_2022_pumf,SR1GPRO3,float64,0,0.0,6,"1.0, 2.0, 9.0, 3.0"
mhacs_2022_pumf,SR1GPRO4,float64,0,0.0,5,"1.0, 9.0, 3.0, 2.0"
mhacs_2022_pumf,SR1GPRO5,float64,0,0.0,6,"1.0, 3.0, 9.0, 5.0"
mhacs_2022_pumf,SR1GPROT,float64,0,0.0,6,"1.0, 3.0, 2.0, 9.0"
mhacs_2022_pumf,MED_01,float64,0,0.0,4,"2.0, 8.0, 1.0, 7.0"
mhacs_2022_pumf,MEDGTNUM,float64,0,0.0,7,"6.0, 9.0, 3.0, 2.0"
mhacs_2022_pumf,MED_05,float64,0,0.0,4,"1.0, 2.0, 7.0, 8.0"
mhacs_2022_pumf,MED_06,float64,0,0.0,5,"2.0, 1.0, 8.0, 7.0"
mhacs_2022_pumf,PNC_01A,float64,0,0.0,5,"2.0, 1.0, 8.0, 7.0"
mhacs_2022_pumf,PNC_01B,float64,0,0.0,5,"2.0, 1.0, 8.0, 7.0"
mhacs_2022_pumf,PNC_01C,float64,0,0.0,5,"2.0, 1.0, 8.0, 7.0"
mhacs_2022_pumf,PNC_01D,float64,0,0.0,5,"2.0, 8.0, 7.0, 1.0"
mhacs_2022_pumf,PNC_01E,float64,0,0.0,5,"1.0, 2.0, 8.0, 7.0"
mhacs_2022_pumf,PNC_02A,float64,0,0.0,6,"6.0, 1.0, 2.0, 9.0"
mhacs_2022_pumf,PNC_02BA,float64,0,0.0,5,"6.0, 1.0, 9.0, 2.0"
mhacs_2022_pumf,PNC_02BB,float64,0,0.0,5,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,PNC_02BC,float64,0,0.0,5,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,PNC_02BD,float64,0,0.0,5,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,PNC_03AA,float64,0,0.0,5,"6.0, 1.0, 9.0, 2.0"
mhacs_2022_pumf,PNC_03AB,float64,0,0.0,5,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,PNC_03AC,float64,0,0.0,5,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,PNC_03AD,float64,0,0.0,5,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,PNC_03AE,float64,0,0.0,5,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,PNC_03AF,float64,0,0.0,5,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,PNC_03AG,float64,0,0.0,5,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,PNC_03AH,float64,0,0.0,5,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,PNC_03AI,float64,0,0.0,5,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,PNC_03AK,float64,0,0.0,5,"6.0, 1.0, 9.0, 2.0"
mhacs_2022_pumf,PNC_03AL,float64,0,0.0,5,"6.0, 2.0, 9.0, 1.0"
mhacs_2022_pumf,PNC_03BA,float64,0,0.0,5,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,PNC_03BB,float64,0,0.0,5,"6.0, 9.0, 2.0, 7.0"
mhacs_2022_pumf,PNC_03BC,float64,0,0.0,5,"6.0, 9.0, 2.0, 7.0"
mhacs_2022_pumf,PNC_03BD,float64,0,0.0,5,"6.0, 9.0, 2.0, 7.0"
mhacs_2022_pumf,PNC_03BE,float64,0,0.0,5,"6.0, 9.0, 2.0, 7.0"
mhacs_2022_pumf,PNC_03BF,float64,0,0.0,5,"6.0, 9.0, 2.0, 7.0"
mhacs_2022_pumf,PNC_03BG,float64,0,0.0,5,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,PNC_03BH,float64,0,0.0,5,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,PNC_03BI,float64,0,0.0,5,"6.0, 9.0, 2.0, 7.0"
mhacs_2022_pumf,PNC_03BJ,float64,0,0.0,5,"6.0, 9.0, 2.0, 7.0"
mhacs_2022_pumf,PNC_03BK,float64,0,0.0,5,"6.0, 9.0, 2.0, 7.0"
mhacs_2022_pumf,PNC_03BL,float64,0,0.0,5,"6.0, 9.0, 1.0, 2.0"
mhacs_2022_pumf,PNC_03CA,float64,0,0.0,6,"6.0, 9.0, 1.0, 2.0"
mhacs_2022_pumf,PNC_03CB,float64,0,0.0,6,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,PNC_03CC,float64,0,0.0,6,"6.0, 9.0, 2.0, 1.0"
mhacs_2022_pumf,PNC_03CD,float64,0,0.0,6,"6.0, 9.0, 2.0, 1.0"
