"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-07","Atlantic Region","2016A00011","Men","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427746995","2.2.1.5","575","","","","0"
"2021-07","Atlantic Region","2016A00011","Men","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427746996","2.2.1.6","654","","","","0"
"2021-07","Atlantic Region","2016A00011","Men","Good perceived health","Percentage of persons","Percent","239","units","0","v1427746997","2.2.2.1","26.9","","","","1"
"2021-07","Atlantic Region","2016A00011","Men","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427746998","2.2.2.2","23.4","","","","1"
"2021-07","Atlantic Region","2016A00011","Men","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427746999","2.2.2.3","30.7","","","","1"
"2021-07","Atlantic Region","2016A00011","Men","Good perceived health","Number of persons","Number","223","thousands","3","v1427747000","2.2.2.4","271","","","","0"
"2021-07","Atlantic Region","2016A00011","Men","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747001","2.2.2.5","234","","","","0"
"2021-07","Atlantic Region","2016A00011","Men","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747002","2.2.2.6","308","","","","0"
"2021-07","Atlantic Region","2016A00011","Men","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747003","2.2.3.1","12.1","","","","1"
"2021-07","Atlantic Region","2016A00011","Men","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747004","2.2.3.2","9.7","","","","1"
"2021-07","Atlantic Region","2016A00011","Men","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747005","2.2.3.3","15.0","","","","1"
"2021-07","Atlantic Region","2016A00011","Men","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747006","2.2.3.4","122","E","","","0"
"2021-07","Atlantic Region","2016A00011","Men","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747007","2.2.3.5","95","E","","","0"
"2021-07","Atlantic Region","2016A00011","Men","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747008","2.2.3.6","149","E","","","0"
"2021-07","Atlantic Region","2016A00011","Women","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747009","2.3.1.1","49.7","","","","1"
"2021-07","Atlantic Region","2016A00011","Women","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747010","2.3.1.2","45.8","","","","1"
"2021-07","Atlantic Region","2016A00011","Women","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747011","2.3.1.3","53.7","","","","1"
"2021-07","Atlantic Region","2016A00011","Women","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747012","2.3.1.4","526","","","","0"
"2021-07","Atlantic Region","2016A00011","Women","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747013","2.3.1.5","483","","","","0"
"2021-07","Atlantic Region","2016A00011","Women","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747014","2.3.1.6","569","","","","0"
"2021-07","Atlantic Region","2016A00011","Women","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747015","2.3.2.1","30.8","","","","1"
"2021-07","Atlantic Region","2016A00011","Women","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747016","2.3.2.2","27.3","","","","1"
"2021-07","Atlantic Region","2016A00011","Women","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747017","2.3.2.3","34.4","","","","1"
"2021-07","Atlantic Region","2016A00011","Women","Good perceived health","Number of persons","Number","223","thousands","3","v1427747018","2.3.2.4","325","","","","0"
"2021-07","Atlantic Region","2016A00011","Women","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747019","2.3.2.5","287","","","","0"
"2021-07","Atlantic Region","2016A00011","Women","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747020","2.3.2.6","363","","","","0"
"2021-07","Atlantic Region","2016A00011","Women","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747021","2.3.3.1","19.5","","","","1"
"2021-07","Atlantic Region","2016A00011","Women","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747022","2.3.3.2","16.6","","","","1"
"2021-07","Atlantic Region","2016A00011","Women","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747023","2.3.3.3","22.8","","","","1"
"2021-07","Atlantic Region","2016A00011","Women","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747024","2.3.3.4","206","","","","0"
"2021-07","Atlantic Region","2016A00011","Women","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747025","2.3.3.5","174","","","","0"
"2021-07","Atlantic Region","2016A00011","Women","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747026","2.3.3.6","239","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747027","3.1.1.1","57.8","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747028","3.1.1.2","52.5","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747029","3.1.1.3","63.0","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747030","3.1.1.4","257","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747031","3.1.1.5","234","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747032","3.1.1.6","281","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747033","3.1.2.1","27.0","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747034","3.1.2.2","22.7","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747035","3.1.2.3","31.9","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Good perceived health","Number of persons","Number","223","thousands","3","v1427747036","3.1.2.4","120","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747037","3.1.2.5","100","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747038","3.1.2.6","141","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747039","3.1.3.1","15.1","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747040","3.1.3.2","11.5","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747041","3.1.3.3","19.6","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747042","3.1.3.4","67","E","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747043","3.1.3.5","49","E","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747044","3.1.3.6","85","E","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747045","3.2.1.1","66.0","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747046","3.2.1.2","58.0","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747047","3.2.1.3","73.2","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747048","3.2.1.4","142","E","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747049","3.2.1.5","125","E","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747050","3.2.1.6","159","E","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747051","3.2.2.1","24.4","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747052","3.2.2.2","17.9","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747053","3.2.2.3","32.3","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Good perceived health","Number of persons","Number","223","thousands","3","v1427747054","3.2.2.4","","F","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747055","3.2.2.5","","F","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747056","3.2.2.6","","F","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747057","3.2.3.1","9.7","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747058","3.2.3.2","5.7","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747059","3.2.3.3","16.0","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747060","3.2.3.4","","F","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747061","3.2.3.5","","F","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747062","3.2.3.6","","F","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747063","3.3.1.1","50.2","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747064","3.3.1.2","43.1","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747065","3.3.1.3","57.2","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747066","3.3.1.4","115","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747067","3.3.1.5","98","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747068","3.3.1.6","132","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747069","3.3.2.1","29.5","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747070","3.3.2.2","23.8","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747071","3.3.2.3","36.0","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Good perceived health","Number of persons","Number","223","thousands","3","v1427747072","3.3.2.4","68","E","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747073","3.3.2.5","54","E","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747074","3.3.2.6","82","E","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747075","3.3.3.1","20.3","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747076","3.3.3.2","14.7","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747077","3.3.3.3","27.3","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747078","3.3.3.4","","F","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747079","3.3.3.5","","F","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747080","3.3.3.6","","F","","","0"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747081","4.1.1.1","57.7","","","","1"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747082","4.1.1.2","52.3","","","","1"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747083","4.1.1.3","62.9","","","","1"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747084","4.1.1.4","78","","","","0"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747085","4.1.1.5","70","","","","0"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747086","4.1.1.6","85","","","","0"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747087","4.1.2.1","29.7","","","","1"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747088","4.1.2.2","24.9","","","","1"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747089","4.1.2.3","35.0","","","","1"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Good perceived health","Number of persons","Number","223","thousands","3","v1427747090","4.1.2.4","40","","","","0"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747091","4.1.2.5","33","","","","0"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747092","4.1.2.6","47","","","","0"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747093","4.1.3.1","12.7","","","","1"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747094","4.1.3.2","9.8","","","","1"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747095","4.1.3.3","16.2","","","","1"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747096","4.1.3.4","17","E","","","0"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747097","4.1.3.5","13","E","","","0"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747098","4.1.3.6","21","E","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747099","4.2.1.1","59.2","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747100","4.2.1.2","51.3","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747101","4.2.1.3","66.6","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747102","4.2.1.4","39","E","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747103","4.2.1.5","34","E","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747104","4.2.1.6","44","E","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747105","4.2.2.1","28.7","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747106","4.2.2.2","22.1","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747107","4.2.2.3","36.4","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Good perceived health","Number of persons","Number","223","thousands","3","v1427747108","4.2.2.4","19","E","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747109","4.2.2.5","14","E","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747110","4.2.2.6","24","E","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747111","4.2.3.1","12.1","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747112","4.2.3.2","8.2","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747113","4.2.3.3","17.5","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747114","4.2.3.4","","F","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747115","4.2.3.5","","F","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747116","4.2.3.6","","F","","","0"
"2021-07","Prince Edward Island","2016A000211","Women","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747117","4.3.1.1","56.2","","","","1"
"2021-07","Prince Edward Island","2016A000211","Women","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747118","4.3.1.2","49.1","","","","1"
"2021-07","Prince Edward Island","2016A000211","Women","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747119","4.3.1.3","63.1","","","","1"
"2021-07","Prince Edward Island","2016A000211","Women","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747120","4.3.1.4","38","","","","0"
"2021-07","Prince Edward Island","2016A000211","Women","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747121","4.3.1.5","33","","","","0"
"2021-07","Prince Edward Island","2016A000211","Women","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747122","4.3.1.6","43","","","","0"
"2021-07","Prince Edward Island","2016A000211","Women","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747123","4.3.2.1","30.6","","","","1"
"2021-07","Prince Edward Island","2016A000211","Women","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747124","4.3.2.2","24.4","","","","1"
"2021-07","Prince Edward Island","2016A000211","Women","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747125","4.3.2.3","37.6","","","","1"
"2021-07","Prince Edward Island","2016A000211","Women","Good perceived health","Number of persons","Number","223","thousands","3","v1427747126","4.3.2.4","21","E","","","0"
"2021-07","Prince Edward Island","2016A000211","Women","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747127","4.3.2.5","16","E","","","0"
"2021-07","Prince Edward Island","2016A000211","Women","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747128","4.3.2.6","25","E","","","0"
"2021-07","Prince Edward Island","2016A000211","Women","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747129","4.3.3.1","13.2","","","","1"
"2021-07","Prince Edward Island","2016A000211","Women","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747130","4.3.3.2","9.3","","","","1"
"2021-07","Prince Edward Island","2016A000211","Women","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747131","4.3.3.3","18.3","","","","1"
"2021-07","Prince Edward Island","2016A000211","Women","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747132","4.3.3.4","","F","","","0"
"2021-07","Prince Edward Island","2016A000211","Women","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747133","4.3.3.5","","F","","","0"
"2021-07","Prince Edward Island","2016A000211","Women","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747134","4.3.3.6","","F","","","0"
"2021-07","Nova Scotia","2016A000212","Total, all persons","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747135","5.1.1.1","56.2","","","","1"
"2021-07","Nova Scotia","2016A000212","Total, all persons","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747136","5.1.1.2","51.3","","","","1"
"2021-07","Nova Scotia","2016A000212","Total, all persons","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747137","5.1.1.3","60.9","","","","1"
"2021-07","Nova Scotia","2016A000212","Total, all persons","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747138","5.1.1.4","466","","","","0"
"2021-07","Nova Scotia","2016A000212","Total, all persons","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747139","5.1.1.5","426","","","","0"
"2021-07","Nova Scotia","2016A000212","Total, all persons","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747140","5.1.1.6","506","","","","0"
"2021-07","Nova Scotia","2016A000212","Total, all persons","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747141","5.1.2.1","28.8","","","","1"
"2021-07","Nova Scotia","2016A000212","Total, all persons","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747142","5.1.2.2","24.6","","","","1"
"2021-07","Nova Scotia","2016A000212","Total, all persons","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747143","5.1.2.3","33.5","","","","1"
"2021-07","Nova Scotia","2016A000212","Total, all persons","Good perceived health","Number of persons","Number","223","thousands","3","v1427747144","5.1.2.4","239","","","","0"
"2021-07","Nova Scotia","2016A000212","Total, all persons","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747145","5.1.2.5","202","","","","0"
"2021-07","Nova Scotia","2016A000212","Total, all persons","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747146","5.1.2.6","277","","","","0"
"2021-07","Nova Scotia","2016A000212","Total, all persons","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747147","5.1.3.1","15.0","","","","1"
"2021-07","Nova Scotia","2016A000212","Total, all persons","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747148","5.1.3.2","11.8","","","","1"
"2021-07","Nova Scotia","2016A000212","Total, all persons","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747149","5.1.3.3","18.8","","","","1"
"2021-07","Nova Scotia","2016A000212","Total, all persons","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747150","5.1.3.4","124","E","","","0"
"2021-07","Nova Scotia","2016A000212","Total, all persons","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747151","5.1.3.5","95","E","","","0"
"2021-07","Nova Scotia","2016A000212","Total, all persons","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747152","5.1.3.6","153","E","","","0"
"2021-07","Nova Scotia","2016A000212","Men","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747153","5.2.1.1","61.7","","","","1"
"2021-07","Nova Scotia","2016A000212","Men","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747154","5.2.1.2","54.9","","","","1"
