"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-07","Ontario","2016A000235","Women","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747339","8.3.2.1","30.7","","","","1"
"2022-07","Ontario","2016A000235","Women","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747340","8.3.2.2","28.0","","","","1"
"2022-07","Ontario","2016A000235","Women","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747341","8.3.2.3","33.6","","","","1"
"2022-07","Ontario","2016A000235","Women","Good perceived health","Number of persons","Number","223","thousands","3","v1427747342","8.3.2.4","1952","","","","0"
"2022-07","Ontario","2016A000235","Women","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747343","8.3.2.5","1773","","","","0"
"2022-07","Ontario","2016A000235","Women","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747344","8.3.2.6","2131","","","","0"
"2022-07","Ontario","2016A000235","Women","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747345","8.3.3.1","13.9","","","","1"
"2022-07","Ontario","2016A000235","Women","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747346","8.3.3.2","11.9","","","","1"
"2022-07","Ontario","2016A000235","Women","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747347","8.3.3.3","16.2","","","","1"
"2022-07","Ontario","2016A000235","Women","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747348","8.3.3.4","886","","","","0"
"2022-07","Ontario","2016A000235","Women","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747349","8.3.3.5","749","","","","0"
"2022-07","Ontario","2016A000235","Women","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747350","8.3.3.6","1023","","","","0"
"2022-07","Prairies Region","2016A00014","Total, all persons","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747351","9.1.1.1","56.9","","","","1"
"2022-07","Prairies Region","2016A00014","Total, all persons","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747352","9.1.1.2","54.0","","","","1"
"2022-07","Prairies Region","2016A00014","Total, all persons","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747353","9.1.1.3","59.7","","","","1"
"2022-07","Prairies Region","2016A00014","Total, all persons","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747354","9.1.1.4","3185","","","","0"
"2022-07","Prairies Region","2016A00014","Total, all persons","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747355","9.1.1.5","3025","","","","0"
"2022-07","Prairies Region","2016A00014","Total, all persons","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747356","9.1.1.6","3345","","","","0"
"2022-07","Prairies Region","2016A00014","Total, all persons","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747357","9.1.2.1","31.1","","","","1"
"2022-07","Prairies Region","2016A00014","Total, all persons","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747358","9.1.2.2","28.5","","","","1"
"2022-07","Prairies Region","2016A00014","Total, all persons","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747359","9.1.2.3","33.9","","","","1"
"2022-07","Prairies Region","2016A00014","Total, all persons","Good perceived health","Number of persons","Number","223","thousands","3","v1427747360","9.1.2.4","1743","","","","0"
"2022-07","Prairies Region","2016A00014","Total, all persons","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747361","9.1.2.5","1594","","","","0"
"2022-07","Prairies Region","2016A00014","Total, all persons","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747362","9.1.2.6","1893","","","","0"
"2022-07","Prairies Region","2016A00014","Total, all persons","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747363","9.1.3.1","12.0","","","","1"
"2022-07","Prairies Region","2016A00014","Total, all persons","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747364","9.1.3.2","10.3","","","","1"
"2022-07","Prairies Region","2016A00014","Total, all persons","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747365","9.1.3.3","14.0","","","","1"
"2022-07","Prairies Region","2016A00014","Total, all persons","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747366","9.1.3.4","671","","","","0"
"2022-07","Prairies Region","2016A00014","Total, all persons","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747367","9.1.3.5","568","","","","0"
"2022-07","Prairies Region","2016A00014","Total, all persons","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747368","9.1.3.6","775","","","","0"
"2022-07","Prairies Region","2016A00014","Men","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747369","9.2.1.1","59.7","","","","1"
"2022-07","Prairies Region","2016A00014","Men","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747370","9.2.1.2","55.5","","","","1"
"2022-07","Prairies Region","2016A00014","Men","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747371","9.2.1.3","63.8","","","","1"
"2022-07","Prairies Region","2016A00014","Men","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747372","9.2.1.4","1663","","","","0"
"2022-07","Prairies Region","2016A00014","Men","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747373","9.2.1.5","1544","","","","0"
"2022-07","Prairies Region","2016A00014","Men","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747374","9.2.1.6","1782","","","","0"
"2022-07","Prairies Region","2016A00014","Men","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747375","9.2.2.1","30.1","","","","1"
"2022-07","Prairies Region","2016A00014","Men","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747376","9.2.2.2","26.5","","","","1"
"2022-07","Prairies Region","2016A00014","Men","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747377","9.2.2.3","34.0","","","","1"
"2022-07","Prairies Region","2016A00014","Men","Good perceived health","Number of persons","Number","223","thousands","3","v1427747378","9.2.2.4","838","","","","0"
"2022-07","Prairies Region","2016A00014","Men","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747379","9.2.2.5","732","","","","0"
"2022-07","Prairies Region","2016A00014","Men","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747380","9.2.2.6","943","","","","0"
"2022-07","Prairies Region","2016A00014","Men","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747381","9.2.3.1","10.2","","","","1"
"2022-07","Prairies Region","2016A00014","Men","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747382","9.2.3.2","7.8","","","","1"
"2022-07","Prairies Region","2016A00014","Men","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747383","9.2.3.3","13.1","","","","1"
"2022-07","Prairies Region","2016A00014","Men","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747384","9.2.3.4","283","E","","","0"
"2022-07","Prairies Region","2016A00014","Men","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747385","9.2.3.5","210","E","","","0"
"2022-07","Prairies Region","2016A00014","Men","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747386","9.2.3.6","355","E","","","0"
"2022-07","Prairies Region","2016A00014","Women","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747387","9.3.1.1","54.0","","","","1"
"2022-07","Prairies Region","2016A00014","Women","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747388","9.3.1.2","50.1","","","","1"
"2022-07","Prairies Region","2016A00014","Women","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747389","9.3.1.3","57.9","","","","1"
"2022-07","Prairies Region","2016A00014","Women","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747390","9.3.1.4","1522","","","","0"
"2022-07","Prairies Region","2016A00014","Women","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747391","9.3.1.5","1406","","","","0"
"2022-07","Prairies Region","2016A00014","Women","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747392","9.3.1.6","1638","","","","0"
"2022-07","Prairies Region","2016A00014","Women","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747393","9.3.2.1","32.2","","","","1"
"2022-07","Prairies Region","2016A00014","Women","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747394","9.3.2.2","28.5","","","","1"
"2022-07","Prairies Region","2016A00014","Women","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747395","9.3.2.3","36.0","","","","1"
"2022-07","Prairies Region","2016A00014","Women","Good perceived health","Number of persons","Number","223","thousands","3","v1427747396","9.3.2.4","906","","","","0"
"2022-07","Prairies Region","2016A00014","Women","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747397","9.3.2.5","801","","","","0"
"2022-07","Prairies Region","2016A00014","Women","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747398","9.3.2.6","1010","","","","0"
"2022-07","Prairies Region","2016A00014","Women","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747399","9.3.3.1","13.8","","","","1"
"2022-07","Prairies Region","2016A00014","Women","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747400","9.3.3.2","11.3","","","","1"
"2022-07","Prairies Region","2016A00014","Women","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747401","9.3.3.3","16.7","","","","1"
"2022-07","Prairies Region","2016A00014","Women","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747402","9.3.3.4","389","","","","0"
"2022-07","Prairies Region","2016A00014","Women","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747403","9.3.3.5","313","","","","0"
"2022-07","Prairies Region","2016A00014","Women","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747404","9.3.3.6","464","","","","0"
"2022-07","Manitoba","2016A000246","Total, all persons","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747405","10.1.1.1","58.4","","","","1"
"2022-07","Manitoba","2016A000246","Total, all persons","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747406","10.1.1.2","53.0","","","","1"
"2022-07","Manitoba","2016A000246","Total, all persons","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747407","10.1.1.3","63.7","","","","1"
"2022-07","Manitoba","2016A000246","Total, all persons","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747408","10.1.1.4","621","","","","0"
"2022-07","Manitoba","2016A000246","Total, all persons","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747409","10.1.1.5","563","","","","0"
"2022-07","Manitoba","2016A000246","Total, all persons","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747410","10.1.1.6","678","","","","0"
"2022-07","Manitoba","2016A000246","Total, all persons","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747411","10.1.2.1","31.1","","","","1"
"2022-07","Manitoba","2016A000246","Total, all persons","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747412","10.1.2.2","26.2","","","","1"
"2022-07","Manitoba","2016A000246","Total, all persons","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747413","10.1.2.3","36.4","","","","1"
"2022-07","Manitoba","2016A000246","Total, all persons","Good perceived health","Number of persons","Number","223","thousands","3","v1427747414","10.1.2.4","330","","","","0"
"2022-07","Manitoba","2016A000246","Total, all persons","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747415","10.1.2.5","276","","","","0"
"2022-07","Manitoba","2016A000246","Total, all persons","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747416","10.1.2.6","384","","","","0"
"2022-07","Manitoba","2016A000246","Total, all persons","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747417","10.1.3.1","10.5","","","","1"
"2022-07","Manitoba","2016A000246","Total, all persons","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747418","10.1.3.2","7.6","","","","1"
"2022-07","Manitoba","2016A000246","Total, all persons","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747419","10.1.3.3","14.4","","","","1"
"2022-07","Manitoba","2016A000246","Total, all persons","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747420","10.1.3.4","","F","","","0"
"2022-07","Manitoba","2016A000246","Total, all persons","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747421","10.1.3.5","","F","","","0"
"2022-07","Manitoba","2016A000246","Total, all persons","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747422","10.1.3.6","","F","","","0"
"2022-07","Manitoba","2016A000246","Men","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747423","10.2.1.1","63.4","","","","1"
"2022-07","Manitoba","2016A000246","Men","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747424","10.2.1.2","56.1","","","","1"
"2022-07","Manitoba","2016A000246","Men","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747425","10.2.1.3","70.2","","","","1"
"2022-07","Manitoba","2016A000246","Men","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747426","10.2.1.4","334","","","","0"
"2022-07","Manitoba","2016A000246","Men","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747427","10.2.1.5","295","","","","0"
"2022-07","Manitoba","2016A000246","Men","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747428","10.2.1.6","372","","","","0"
"2022-07","Manitoba","2016A000246","Men","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747429","10.2.2.1","27.7","","","","1"
"2022-07","Manitoba","2016A000246","Men","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747430","10.2.2.2","21.7","","","","1"
"2022-07","Manitoba","2016A000246","Men","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747431","10.2.2.3","34.8","","","","1"
"2022-07","Manitoba","2016A000246","Men","Good perceived health","Number of persons","Number","223","thousands","3","v1427747432","10.2.2.4","146","E","","","0"
"2022-07","Manitoba","2016A000246","Men","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747433","10.2.2.5","111","E","","","0"
"2022-07","Manitoba","2016A000246","Men","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747434","10.2.2.6","180","E","","","0"
"2022-07","Manitoba","2016A000246","Men","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747435","10.2.3.1","8.8","","","","1"
"2022-07","Manitoba","2016A000246","Men","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747436","10.2.3.2","5.3","","","","1"
"2022-07","Manitoba","2016A000246","Men","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747437","10.2.3.3","14.3","","","","1"
"2022-07","Manitoba","2016A000246","Men","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747438","10.2.3.4","","F","","","0"
"2022-07","Manitoba","2016A000246","Men","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747439","10.2.3.5","","F","","","0"
"2022-07","Manitoba","2016A000246","Men","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747440","10.2.3.6","","F","","","0"
"2022-07","Manitoba","2016A000246","Women","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747441","10.3.1.1","53.5","","","","1"
"2022-07","Manitoba","2016A000246","Women","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747442","10.3.1.2","45.3","","","","1"
"2022-07","Manitoba","2016A000246","Women","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747443","10.3.1.3","61.6","","","","1"
"2022-07","Manitoba","2016A000246","Women","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747444","10.3.1.4","287","","","","0"
"2022-07","Manitoba","2016A000246","Women","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747445","10.3.1.5","243","","","","0"
"2022-07","Manitoba","2016A000246","Women","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747446","10.3.1.6","331","","","","0"
"2022-07","Manitoba","2016A000246","Women","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747447","10.3.2.1","34.3","","","","1"
"2022-07","Manitoba","2016A000246","Women","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747448","10.3.2.2","27.1","","","","1"
"2022-07","Manitoba","2016A000246","Women","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747449","10.3.2.3","42.3","","","","1"
"2022-07","Manitoba","2016A000246","Women","Good perceived health","Number of persons","Number","223","thousands","3","v1427747450","10.3.2.4","184","E","","","0"
"2022-07","Manitoba","2016A000246","Women","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747451","10.3.2.5","143","E","","","0"
"2022-07","Manitoba","2016A000246","Women","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747452","10.3.2.6","225","E","","","0"
"2022-07","Manitoba","2016A000246","Women","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747453","10.3.3.1","12.2","","","","1"
"2022-07","Manitoba","2016A000246","Women","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747454","10.3.3.2","7.9","","","","1"
"2022-07","Manitoba","2016A000246","Women","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747455","10.3.3.3","18.3","","","","1"
"2022-07","Manitoba","2016A000246","Women","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747456","10.3.3.4","","F","","","0"
"2022-07","Manitoba","2016A000246","Women","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747457","10.3.3.5","","F","","","0"
"2022-07","Manitoba","2016A000246","Women","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747458","10.3.3.6","","F","","","0"
"2022-07","Saskatchewan","2016A000247","Total, all persons","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747459","11.1.1.1","56.3","","","","1"
"2022-07","Saskatchewan","2016A000247","Total, all persons","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747460","11.1.1.2","51.0","","","","1"
"2022-07","Saskatchewan","2016A000247","Total, all persons","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747461","11.1.1.3","61.4","","","","1"
"2022-07","Saskatchewan","2016A000247","Total, all persons","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747462","11.1.1.4","508","","","","0"
"2022-07","Saskatchewan","2016A000247","Total, all persons","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747463","11.1.1.5","461","","","","0"
"2022-07","Saskatchewan","2016A000247","Total, all persons","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747464","11.1.1.6","555","","","","0"
"2022-07","Saskatchewan","2016A000247","Total, all persons","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747465","11.1.2.1","33.3","","","","1"
"2022-07","Saskatchewan","2016A000247","Total, all persons","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747466","11.1.2.2","28.3","","","","1"
"2022-07","Saskatchewan","2016A000247","Total, all persons","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747467","11.1.2.3","38.6","","","","1"
"2022-07","Saskatchewan","2016A000247","Total, all persons","Good perceived health","Number of persons","Number","223","thousands","3","v1427747468","11.1.2.4","300","","","","0"
"2022-07","Saskatchewan","2016A000247","Total, all persons","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747469","11.1.2.5","254","","","","0"
"2022-07","Saskatchewan","2016A000247","Total, all persons","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747470","11.1.2.6","347","","","","0"
"2022-07","Saskatchewan","2016A000247","Total, all persons","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747471","11.1.3.1","10.4","","","","1"
"2022-07","Saskatchewan","2016A000247","Total, all persons","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747472","11.1.3.2","8.0","","","","1"
"2022-07","Saskatchewan","2016A000247","Total, all persons","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747473","11.1.3.3","13.5","","","","1"
"2022-07","Saskatchewan","2016A000247","Total, all persons","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747474","11.1.3.4","94","E","","","0"
"2022-07","Saskatchewan","2016A000247","Total, all persons","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747475","11.1.3.5","70","E","","","0"
"2022-07","Saskatchewan","2016A000247","Total, all persons","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747476","11.1.3.6","119","E","","","0"
"2022-07","Saskatchewan","2016A000247","Men","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747477","11.2.1.1","59.6","","","","1"
"2022-07","Saskatchewan","2016A000247","Men","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747478","11.2.1.2","51.2","","","","1"
"2022-07","Saskatchewan","2016A000247","Men","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747479","11.2.1.3","67.4","","","","1"
"2022-07","Saskatchewan","2016A000247","Men","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747480","11.2.1.4","262","","","","0"
"2022-07","Saskatchewan","2016A000247","Men","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747481","11.2.1.5","217","","","","0"
"2022-07","Saskatchewan","2016A000247","Men","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747482","11.2.1.6","307","","","","0"
"2022-07","Saskatchewan","2016A000247","Men","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747483","11.2.2.1","31.8","","","","1"
"2022-07","Saskatchewan","2016A000247","Men","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747484","11.2.2.2","24.5","","","","1"
"2022-07","Saskatchewan","2016A000247","Men","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747485","11.2.2.3","40.1","","","","1"
"2022-07","Saskatchewan","2016A000247","Men","Good perceived health","Number of persons","Number","223","thousands","3","v1427747486","11.2.2.4","140","E","","","0"
"2022-07","Saskatchewan","2016A000247","Men","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747487","11.2.2.5","105","E","","","0"
"2022-07","Saskatchewan","2016A000247","Men","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747488","11.2.2.6","175","E","","","0"
"2022-07","Saskatchewan","2016A000247","Men","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747489","11.2.3.1","8.6","","","","1"
"2022-07","Saskatchewan","2016A000247","Men","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747490","11.2.3.2","5.5","","","","1"
"2022-07","Saskatchewan","2016A000247","Men","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747491","11.2.3.3","13.3","","","","1"
"2022-07","Saskatchewan","2016A000247","Men","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747492","11.2.3.4","","F","","","0"
"2022-07","Saskatchewan","2016A000247","Men","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747493","11.2.3.5","","F","","","0"
"2022-07","Saskatchewan","2016A000247","Men","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747494","11.2.3.6","","F","","","0"
"2022-07","Saskatchewan","2016A000247","Women","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747495","11.3.1.1","53.1","","","","1"
"2022-07","Saskatchewan","2016A000247","Women","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747496","11.3.1.2","45.3","","","","1"
"2022-07","Saskatchewan","2016A000247","Women","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747497","11.3.1.3","60.9","","","","1"
"2022-07","Saskatchewan","2016A000247","Women","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747498","11.3.1.4","246","","","","0"
"2022-07","Saskatchewan","2016A000247","Women","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747499","11.3.1.5","198","","","","0"
"2022-07","Saskatchewan","2016A000247","Women","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747500","11.3.1.6","295","","","","0"
"2022-07","Saskatchewan","2016A000247","Women","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747501","11.3.2.1","34.7","","","","1"
"2022-07","Saskatchewan","2016A000247","Women","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747502","11.3.2.2","27.6","","","","1"
"2022-07","Saskatchewan","2016A000247","Women","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747503","11.3.2.3","42.5","","","","1"
